"kb_type_name","kb_title","kb_content"
"图文知识","关税缴纳的通办范围是什么","关区、全国"
"图文知识","关税缴纳的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","关税缴纳的办理时间是什么","各直属海关工作时间或拨打12360海关服务热线"
"图文知识","关税缴纳业务的咨询电话是什么","各直属海关咨询电话或12360海关服务热线"
"图文知识","关税缴纳业务的监督电话是什么","各直属海关咨询电话或12361海关服务热线"
"图文知识","关税缴纳业务的收费标准是什么","该业务不需要收费"
"图文知识","进口环节代征税缴纳是什么事项类型","行政征收"
"图文知识","进口环节代征税缴纳的设定依据是什么","《中华人民共和国海关法》第五十三条；《中华人民共和国进出口关税条例》第三十九条；<br>《中华人民共和国海关进出口货物征税管理办法》；<br>海关总署2011年第17号公告、海关总署2015年第24号公告。"
"图文知识","进口环节代征税缴纳的实施机构是什么","各直属海关、隶属海关负责税款征收的部门"
"图文知识","进口环节代征税缴纳的法定办结时限是什么","（一）除另有规定外,海关应当在货物实际进境,并完成海关现场接单审核工作之后及时填发税款缴款书；<br>（二）以电子支付方式缴纳税款的,现场海关收到支付平台转发的银行税（费）预扣成功回执后为企业办理税单打印手续,打印有“电子支付”或“电子担保”标记的税（费）单；<br>（三）除另有规定外,在通关无纸化模式下,参与税费电子支付业务的进出口企业应在海关审结报关单生成电子税款信息之日起10日内,通过第三方支付平台向商业银行发送税款预扣指令。未在规定期限内发送预扣指令的,将直接转为柜台支付,海关填发税款缴款书。"
"图文知识","进口环节代征税缴纳的承诺办结时限是什么","（一）除另有规定外,海关应当在货物实际进境,并完成海关现场接单审核工作之后及时填发税款缴款书；<br>（二）以电子支付方式缴纳税款的,现场海关收到支付平台转发的银行税（费）预扣成功回执后为企业办理税单打印手续,打印有“电子支付”或“电子担保”标记的税（费）单；<br>（三）除另有规定外,在通关无纸化模式下,参与税费电子支付业务的进出口企业应在海关审结报关单生成电子税款信息之日起10日内,通过第三方支付平台向商业银行发送税款预扣指令。未在规定期限内发送预扣指令的,将直接转为柜台支付,海关填发税款缴款书。"
"图文知识","进口环节代征税缴纳的办理结果是什么","《海关税款专用缴款书》"
"图文知识","进口环节代征税缴纳的申请材料是什么","（一）报关单；<br>（二）贸易合同；<br>（三）销售发票；<br>（四）提货单或装箱单；<br>（五）按照规定需要提交的其他单证。"
"图文知识","进口环节代征税缴纳的办理形式是什么","窗口办理（柜台支付）、网上办理（电子支付）"
"图文知识","进口环节代征税缴纳的办理流程是什么","（一）纳税义务人向海关申报并提供所有申请材料；<br>（二）除另有规定外,海关应当在货物实际进境,并完成海关现场接单审核工作之后及时填发海关税款专用缴款书；<br>（三）海关需要通过对货物进行查验确定商品归类、完税价格、原产地的,应当在查验核实之后填发或者更改海关税款专用缴款书。"
"图文知识","进口环节代征税缴纳的审查标准是什么","（一）准许进出口的货物、进出境物品,由海关依法征收关税；<br>（二）进口货物的收货人、出口货物的发货人、进境物品的所有人,是关税的纳税义务人；<br>（三）进口环节海关代征税的征收管理,适用关税征收管理的规定。"
"图文知识","进口环节代征税缴纳的通办范围是什么","关区、全国"
"图文知识","进口环节代征税缴纳的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","进口环节代征税缴纳的办理时间是什么","各直属海关工作时间或拨打12360海关服务热线"
"图文知识","进口环节代征税缴纳业务的咨询电话是什么","各直属海关咨询电话或12360海关服务热线"
"图文知识","进口环节代征税缴纳业务的监督电话是什么","各直属海关咨询电话或12361海关服务热线"
"图文知识","进口环节代征税缴纳业务的收费标准是什么","该业务不需要收费"
"图文知识","船舶吨税缴纳是什么事项类型","行政征收"
"图文知识","船舶吨税缴纳的设定依据是什么","《中华人民共和国船舶吨税暂行条例》第三条至第六条、第九条；
海关总署2011年第81号公告"
"图文知识","船舶吨税缴纳的实施机构是什么","各直属海关、隶属海关负责船舶管理的部门"
"图文知识","船舶吨税缴纳的法定办结时限是什么","应税船舶负责人应当自海关填发吨税缴款凭证之日起15日内向指定银行缴清税款"
"图文知识","船舶吨税缴纳的承诺办结时限是什么","应税船舶负责人应当自海关填发吨税缴款凭证之日起15日内向指定银行缴清税款"
"图文知识","船舶吨税缴纳的办理结果是什么","《海关专用缴款书》"
"图文知识","船舶吨税缴纳的申请材料是什么","（一）船舶国际证书或者海事部门签发的船舶国籍证书收存证明；<br>（二）船舶吨位证明；<br>（三）应税船舶为拖船的,应税船舶负责人或其代理人还应提供发动机功率（千瓦）等相关材料。"
"图文知识","船舶吨税缴纳的办理形式是什么","窗口办理"
"图文知识","船舶吨税缴纳的办理流程是什么","（一）应税船舶负责人向船舶进境地海关申报；<br>（二）海关作出征税决定并打印《海关专用缴款书》（船舶吨税）。"
"图文知识","船舶吨税缴纳的审查标准是什么","（一）自中华人民共和国境外港口进入境内港口的船舶；<br>（二）下列船舶免征吨税：<br>1.应纳税额在人民币50元以下的船舶；<br>2.自境外以购买、受赠、继承等方式取得船舶所有权的初次进口到港的空载船舶；<br>3.吨税执照期满后24小时内不上下客货的船舶；<br>4.非机动船舶（不包括非机动驳船）；<br>5.捕捞、养殖渔船；<br>6.避难、防疫隔离、修理、终止运营或者拆解,并不上下客货的船舶；<br>7.军队、武装警察部队专用或者征用的船舶；<br>8.依照法律规定应当予以免税的外国驻华使领馆、国际组织驻华代表机构及其有关人员的船舶；<br>9.国务院规定的其他船舶。"
"图文知识","船舶吨税缴纳的通办范围是什么","关区"
"图文知识","船舶吨税缴纳的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","船舶吨税缴纳的办理时间是什么","各直属海关工作时间或拨打12360海关服务热线"
"图文知识","船舶吨税缴纳业务的咨询电话是什么","各直属海关咨询电话或12360海关服务热线"
"图文知识","船舶吨税缴纳业务的监督电话是什么","各直属海关咨询电话或12361海关服务热线"
"图文知识","船舶吨税缴纳业务的收费标准是什么","该业务不需要收费"
"图文知识","税款滞纳金征收是什么事项类型","行政征收"
"图文知识","税款滞纳金征收的设定依据是什么","《中华人民共和国海关法》第六十条；<br>《中华人民共和国进出口关税条例》第三十七条、第五十一条；<br>《中华人民共和国海关进出口货物征税管理办法》"
"图文知识","税款滞纳金征收的实施机构是什么","各直属海关、隶属海关负责税款征收的部门"
"图文知识","税款滞纳金征收的法定办结时限是什么","纳税义务人应当自海关填发滞纳金缴款书之日起15日内向指定银行缴纳滞纳金"
"图文知识","税款滞纳金征收的承诺办结时限是什么","纳税义务人应当自海关填发滞纳金缴款书之日起15日内向指定银行缴纳滞纳金"
"图文知识","税款滞纳金征收的办理结果是什么","《海关专用缴款书》"
"图文知识","税款滞纳金征收的申请材料是什么","无"
"图文知识","税款滞纳金征收的办理形式是什么","窗口办理"
"图文知识","税款滞纳金征收的办理流程是什么","（一）海关出具《海关专用缴款书》（滞纳金）；<br>（二）纳税义务人缴纳相应的滞纳金"
"图文知识","税款滞纳金征收的审查标准是什么","（一）纳税义务人应当自海关填发税款缴款书之日起15日内向指定银行缴纳税款。逾期缴纳税款的,由海关自缴款期限届满之日起至缴清税款之日止,按日加收滞纳税款万分之五的滞纳金。<br>（二）纳税义务人在批准的延期缴纳税款期限内缴纳税款的,不征收滞纳金；逾期缴纳税款的,自延期缴纳税款期限届满之日起至缴清税款之日止按日加收滞纳税款万分之五的滞纳金。<br>（三）海关除依法对“因纳税义务人违反规定造成少征税款”和“因纳税义务人违反规定造成漏征税款”等情形追征税款外,还应当自缴纳税款或者货物放行之日起至海关发现违规行为之日止按日加收少征或者漏征税款万分之五的滞纳金。<br>（四）因纳税义务人违反规定造成海关监管货物少征或者漏征税款的,海关应自应缴纳税款之日起至海关发现违规行为之日止按日加收少征或者漏征税款万分之五的滞纳金。<br>（五）租赁进口货物自进境之日起至租赁结束办结海关手续之日止,纳税义务人未在规定期限内申报纳税的,海关应自申报办理纳税手续期限届满之日起至纳税义务人申报纳税之日止按日加收应缴纳税款万分之五的滞纳金。<br>（六）纳税义务人未在规定的期限内向海关申报办理留购、续租租赁进口货物的相关手续的,海关应当自租赁期限届满后30日起至纳税义务人申报纳税之日止按日加收应缴纳税款万分之五的滞纳金。"
"图文知识","税款滞纳金征收的通办范围是什么","关区"
"图文知识","税款滞纳金征收的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","税款滞纳金征收的办理时间是什么","各直属海关工作时间或拨打12360海关服务热线"
"图文知识","税款滞纳金征收业务的咨询电话是什么","各直属海关咨询电话或12360海关服务热线"
"图文知识","税款滞纳金征收业务的监督电话是什么","各直属海关咨询电话或12361海关服务热线"
"图文知识","税款滞纳金征收业务的收费标准是什么","该业务不需要收费"
"图文知识","废弃电器电子产品处理基金的征收管理是什么事项类型","行政征收"
"图文知识","废弃电器电子产品处理基金的征收管理的设定依据是什么","《废弃电器电子产品回收处理管理条例》；<br>海关总署2012年第33号公告；<br>发展改革委等6部门2015年第5号关于公布《废弃电器电子产品处理目录（2014年版）》的联合公告；<br> 《废弃电器电子产品处理基金征收使用管理办法》（财综2012年34号）"
"图文知识","废弃电器电子产品处理基金的征收管理的实施机构是什么","各直属海关、隶属海关负责税款征收的部门"
"图文知识","废弃电器电子产品处理基金的征收管理的法定办结时限是什么","无"
"图文知识","废弃电器电子产品处理基金的征收管理的承诺办结时限是什么","无"
"图文知识","废弃电器电子产品处理基金的征收管理的办理结果是什么","《海关税款专用缴款书》"
"图文知识","废弃电器电子产品处理基金的征收管理的申请材料是什么","报关单及随附单证"
"图文知识","废弃电器电子产品处理基金的征收管理的办理形式是什么","窗口办理"
"图文知识","废弃电器电子产品处理基金的征收管理的办理流程是什么","（一）纳税义务人向海关申报；<br>（二）海关审核并确定应缴纳的数额后签发《海关进口废弃电器电子产品处理基金专用缴款书》。"
"图文知识","废弃电器电子产品处理基金的征收管理的审查标准是什么","（一）进口电器电子产品的收货人或者其代理人在货物申报进口时缴纳基金。<br>（二）进境邮递物品和进境旅客所携行李物品不缴纳基金。"
"图文知识","废弃电器电子产品处理基金的征收管理的通办范围是什么","关区"
"图文知识","废弃电器电子产品处理基金的征收管理的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","废弃电器电子产品处理基金的征收管理的办理时间是什么","各直属海关工作时间"
"图文知识","废弃电器电子产品处理基金的征收管理业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","废弃电器电子产品处理基金的征收管理业务的监督电话是什么","各直属海关咨询电话"
"图文知识","废弃电器电子产品处理基金的征收管理业务的收费标准是什么","该业务不需要收费"
"图文知识","关税补征是什么事项类型","行政征收"
"图文知识","关税补征的设定依据是什么","《中华人民共和国海关法》第六十二条；<br>《中华人民共和国进出口关税条例》第五十一条；<br>《中华人民共和国海关进出口货物征税管理办法》第六十八条至七十一条。"
"图文知识","关税补征的实施机构是什么","各直属海关、隶属海关负责补征、追征税款的部门"
"图文知识","关税补征的法定办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","关税补征的承诺办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","关税补征的办理结果是什么","《海关补征税款告知书》"
"图文知识","关税补征的申请材料是什么","无"
"图文知识","关税补征的办理形式是什么","窗口办理"
"图文知识","关税补征的办理流程是什么","（一）海关补征或者追征税款,应当制发《海关补征税款告知书》；<br>（二）纳税义务人应当自收到《海关补征税款告知书》之日起15日内到海关办理补缴税款的手续；<br>（三）纳税义务人未在《海关补征税款告知书》规定期限内办理补税手续的,海关应当在规定期限届满之日填发税款缴款书。"
"图文知识","关税补征的审查标准是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的。"
"图文知识","关税补征的通办范围是什么","关区"
"图文知识","关税补征的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","关税补征的办理时间是什么","各直属海关工作时间"
"图文知识","关税补征业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","关税补征业务的监督电话是什么","各直属海关咨询电话"
"图文知识","关税补征业务的收费标准是什么","该业务不需要收费"
"图文知识","关税追征是什么事项类型","行政征收"
"图文知识","关税追征的设定依据是什么","《中华人民共和国海关法》第六十二条；<br>《中华人民共和国进出口关税条例》第五十一条；<br>《中华人民共和国海关进出口货物征税管理办法》第六十八条至七十一条。"
"图文知识","关税追征的实施机构是什么","各直属海关、隶属海关负责补征、追征税款的部门"
"图文知识","关税追征的法定办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","关税追征的承诺办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","关税追征的办理结果是什么","《海关补征税款告知书》"
"图文知识","关税追征的申请材料是什么","无"
"图文知识","关税追征的办理形式是什么","窗口办理"
"图文知识","关税追征的办理流程是什么","（一）海关补征或者追征税款,应当制发《海关补征税款告知书》；<br>（二）纳税义务人应当自收到《海关补征税款告知书》之日起15日内到海关办理补缴税款的手续；<br>（三）纳税义务人未在《海关补征税款告知书》规定期限内办理补税手续的,海关应当在规定期限届满之日填发税款缴款书。"
"图文知识","关税追征的审查标准是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的。"
"图文知识","关税追征的通办范围是什么","关区"
"图文知识","关税追征的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","关税追征的办理时间是什么","各直属海关工作时间"
"图文知识","关税追征业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","关税追征业务的监督电话是什么","各直属海关咨询电话"
"图文知识","关税追征业务的收费标准是什么","该业务不需要收费"
"图文知识","进口环节代征税追征是什么事项类型","行政征收"
"图文知识","进口环节代征税追征的设定依据是什么","《中华人民共和国海关法》第六十二条；<br>《中华人民共和国进出口关税条例》第五十一条；<br>《中华人民共和国海关进出口货物征税管理办法》第六十八条至七十一条。"
"图文知识","进口环节代征税追征的实施机构是什么","各直属海关、隶属海关负责补征、追征税款的部门"
"图文知识","进口环节代征税追征的法定办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","进口环节代征税追征的承诺办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","进口环节代征税追征的办理结果是什么","《海关补征税款告知书》"
"图文知识","进口环节代征税追征的申请材料是什么","无"
"图文知识","进口环节代征税追征的办理形式是什么","窗口办理"
"图文知识","进口环节代征税追征的办理流程是什么","（一）海关补征或者追征税款,应当制发《海关补征税款告知书》；<br>（二）纳税义务人应当自收到《海关补征税款告知书》之日起15日内到海关办理补缴税款的手续；<br>（三）纳税义务人未在《海关补征税款告知书》规定期限内办理补税手续的,海关应当在规定期限届满之日填发税款缴款书。"
"图文知识","进口环节代征税追征的审查标准是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的。"
"图文知识","进口环节代征税追征的通办范围是什么","关区"
"图文知识","进口环节代征税追征的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","进口环节代征税追征的办理时间是什么","各直属海关工作时间"
"图文知识","进口环节代征税追征业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","进口环节代征税追征业务的监督电话是什么","各直属海关咨询电话"
"图文知识","进口环节代征税追征业务的收费标准是什么","该业务不需要收费"
"图文知识","进口环节代征税补征是什么事项类型","行政征收"
"图文知识","进口环节代征税补征的设定依据是什么","《中华人民共和国海关法》第六十二条；<br>《中华人民共和国进出口关税条例》第五十一条；<br>《中华人民共和国海关进出口货物征税管理办法》第六十八条至七十一条。"
"图文知识","进口环节代征税补征的实施机构是什么","各直属海关、隶属海关负责补征、追征税款的部门"
"图文知识","进口环节代征税补征的法定办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","进口环节代征税补征的承诺办结时限是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的,应当自缴纳税款或者货物放行之日起1年内,向纳税义务人补征税款。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的,海关可以自缴纳税款或者货物放行之日起3年内追征税款。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的,应当自纳税义务人应缴纳税款之日起3年内追征税款。"
"图文知识","进口环节代征税补征的办理结果是什么","《海关补征税款告知书》"
"图文知识","进口环节代征税补征的申请材料是什么","无"
"图文知识","进口环节代征税补征的办理形式是什么","窗口办理"
"图文知识","进口环节代征税补征的办理流程是什么","（一）海关补征或者追征税款,应当制发《海关补征税款告知书》；<br>（二）纳税义务人应当自收到《海关补征税款告知书》之日起15日内到海关办理补缴税款的手续；<br>（三）纳税义务人未在《海关补征税款告知书》规定期限内办理补税手续的,海关应当在规定期限届满之日填发税款缴款书。"
"图文知识","进口环节代征税补征的审查标准是什么","（一）进出口货物放行后,海关发现少征或者漏征税款的。<br>（二）因纳税义务人违反规定造成少征或者漏征税款的。<br>（三）海关发现海关监管货物因纳税义务人违反规定造成少征或者漏征税款的。"
"图文知识","进口环节代征税补征的通办范围是什么","关区"
"图文知识","进口环节代征税补征的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","进口环节代征税补征的办理时间是什么","各直属海关工作时间"
"图文知识","进口环节代征税补征业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","进口环节代征税补征业务的监督电话是什么","各直属海关咨询电话"
"图文知识","进口环节代征税补征业务的收费标准是什么","该业务不需要收费"
"图文知识","船舶吨税补征是什么事项类型","行政征收"
"图文知识","船舶吨税补征的设定依据是什么","中华人民共和国船舶吨税暂行条例》第十七条；<br>海关总署2011年第81号公告。"
"图文知识","船舶吨税补征的实施机构是什么","各直属海关、隶属海关负责船舶管理的部门"
"图文知识","船舶吨税补征的法定办结时限是什么","（一）海关发现少征或者漏征税款的,应当自应税船舶应当缴纳税款之日起1年内,补征税款。<br>（二）因应税船舶违反规定造成少征或者漏征税款的,海关可以自应当缴纳税款之日起3年内追征税款。"
"图文知识","船舶吨税补征的承诺办结时限是什么","（一）海关发现少征或者漏征税款的,应当自应税船舶应当缴纳税款之日起1年内,补征税款。<br>（二）因应税船舶违反规定造成少征或者漏征税款的,海关可以自应当缴纳税款之日起3年内追征税款。"
"图文知识","船舶吨税补征的办理结果是什么","《退补税通知书》<br>《海关专用缴款书》"
"图文知识","船舶吨税补征的申请材料是什么","无"
"图文知识","船舶吨税补征的办理形式是什么","窗口办理"
"图文知识","船舶吨税补征的办理流程是什么","（一）海关发现少征吨税的,收回原《船舶吨税执照》,对原《船舶吨税执照》电子数据进行修改,补税后再予签发《船舶吨税执照》。<br>（二）海关发现漏征吨税的,海关征收相应税款后签发《船舶吨税执照》。"
"图文知识","船舶吨税补征的审查标准是什么","（一）海关发现少征或者漏征税款的。<br>（二）因应税船舶违反规定造成少征或者漏征税款的。"
"图文知识","船舶吨税补征的通办范围是什么","关区"
"图文知识","船舶吨税补征的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","船舶吨税补征的办理时间是什么","各直属海关工作时间"
"图文知识","船舶吨税补征业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","船舶吨税补征业务的监督电话是什么","各直属海关咨询电话"
"图文知识","船舶吨税补征业务的收费标准是什么","该业务不需要收费"
"图文知识","船舶吨税追征是什么事项类型","行政征收"
"图文知识","船舶吨税追征的设定依据是什么","中华人民共和国船舶吨税暂行条例》第十七条；<br>海关总署2011年第81号公告。"
"图文知识","船舶吨税追征的实施机构是什么","各直属海关、隶属海关负责船舶管理的部门"
"图文知识","船舶吨税追征的法定办结时限是什么","（一）海关发现少征或者漏征税款的,应当自应税船舶应当缴纳税款之日起1年内,补征税款。<br>（二）因应税船舶违反规定造成少征或者漏征税款的,海关可以自应当缴纳税款之日起3年内追征税款。"
"图文知识","船舶吨税追征的承诺办结时限是什么","（一）海关发现少征或者漏征税款的,应当自应税船舶应当缴纳税款之日起1年内,补征税款。<br>（二）因应税船舶违反规定造成少征或者漏征税款的,海关可以自应当缴纳税款之日起3年内追征税款。"
"图文知识","船舶吨税追征的办理结果是什么","《退补税通知书》<br>《海关专用缴款书》"
"图文知识","船舶吨税追征的申请材料是什么","无"
"图文知识","船舶吨税追征的办理形式是什么","窗口办理"
"图文知识","船舶吨税追征的办理流程是什么","（一）海关发现少征吨税的,收回原《船舶吨税执照》,对原《船舶吨税执照》电子数据进行修改,补税后再予签发《船舶吨税执照》。<br>（二）海关发现漏征吨税的,海关征收相应税款后签发《船舶吨税执照》。"
"图文知识","船舶吨税追征的审查标准是什么","（一）海关发现少征或者漏征税款的。<br>（二）因应税船舶违反规定造成少征或者漏征税款的。"
"图文知识","船舶吨税追征的通办范围是什么","关区"
"图文知识","船舶吨税追征的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","船舶吨税追征的办理时间是什么","各直属海关工作时间"
"图文知识","船舶吨税追征业务的咨询电话是什么","各直属海关咨询电话"
"图文知识","船舶吨税追征业务的监督电话是什么","各直属海关咨询电话"
"图文知识","船舶吨税追征业务的收费标准是什么","该业务不需要收费"
"图文知识","进口在途农产品关税税率适用证明的核批是什么事项类型","行政确认"
"图文知识","进口在途农产品关税税率适用证明的核批的设定依据是什么","海关总署2008年第91号公告<br>海关总署2015年第66号公告"
"图文知识","进口在途农产品关税税率适用证明的核批的实施机构是什么","各直属海关关税职能部门"
"图文知识","进口在途农产品关税税率适用证明的核批的法定办结时限是什么","在收到进口货物收货人或其代理人申请10个工作日内"
"图文知识","进口在途农产品关税税率适用证明的核批的承诺办结时限是什么","在收到进口货物收货人或其代理人申请10个工作日内"
"图文知识","进口在途农产品关税税率适用证明的核批的办理结果是什么","《进口在途农产品关税税率适用证明》"
"图文知识","进口在途农产品关税税率适用证明的核批的申请材料是什么","（一）提（运）单、发票、装箱单、合同；<br>（二）符合海关规定的原产地证明文件；<br>（三）能证明运输工具启运时间的单证；<br>（四）按照规定需要提交的其他单证。<br>以上单证应同时提交原件和复印件,其中复印件由海关留存。"
"图文知识","进口在途农产品关税税率适用证明的核批的办理形式是什么","窗口办理"
"图文知识","进口在途农产品关税税率适用证明的核批的办理流程是什么","（一）企业申请；<br>（二）海关核准并签发《进口在途农产品关税税率适用证明》"
"图文知识","进口在途农产品关税税率适用证明的核批的审查标准是什么","对特殊保障措施实施之日前已经签订合同且已经启运前往中国的在途农产品,如在特殊保障措施实施后申报进口,进口货物收货人或其代理人可按有关规定,向海关申请适用协定税率。"
"图文知识","进口在途农产品关税税率适用证明的核批的通办范围是什么","关区"
"图文知识","进口在途农产品关税税率适用证明的核批的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","进口在途农产品关税税率适用证明的核批的办理时间是什么","各直属海关工作时间或拨打12360海关服务热线"
"图文知识","进口在途农产品关税税率适用证明的核批业务的咨询电话是什么","各直属海关咨询电话或12360海关服务热线"
"图文知识","进口在途农产品关税税率适用证明的核批业务的监督电话是什么","各直属海关咨询电话或12361海关服务热线"
"图文知识","进口在途农产品关税税率适用证明的核批业务的收费标准是什么","该业务不需要收费"
"图文知识","关税延期缴纳是什么事项类型","行政征收"
"图文知识","关税延期缴纳的设定依据是什么","《中华人民共和国进出口关税条例》第三十九条；<br>《中华人民共和国海关进出口货物征税管理办法》二十四条、二十五条、二十六条"
"图文知识","关税延期缴纳的实施机构是什么","各直属海关关税职能部门、经授权的各隶属海关负责延期缴税业务的部门"
"图文知识","关税延期缴纳的法定办结时限是什么","（一）自接到纳税义务人延期缴纳税款的申请之日起30日作出是否同意延期缴纳税款的决定以及延期缴纳税款的期限；<br>（二）由于特殊情况在30日内不能作出决定的,可以延长10日；<br>（三）海关经审核未批准延期缴纳税款的,应当自作出决定之日起3个工作日内通知纳税义务人,并填发税款缴款书。"
"图文知识","关税延期缴纳的承诺办结时限是什么","（一）自接到纳税义务人延期缴纳税款的申请之日起30日作出是否同意延期缴纳税款的决定以及延期缴纳税款的期限；<br>（二）由于特殊情况在30日内不能作出决定的,可以延长10日；<br>（三）海关经审核未批准延期缴纳税款的,应当自作出决定之日起3个工作日内通知纳税义务人,并填发税款缴款书。"
"图文知识","关税延期缴纳的办理结果是什么","无"
"图文知识","关税延期缴纳的申请材料是什么","（一）书面申请（无统一格式）；<br>（二）纳税义务人遭受不可抗力或国家税收政策重大调整的证明材料；<br>（三）按照规定需要提供的其他材料。"
"图文知识","关税延期缴纳的办理形式是什么","窗口、网上办理"
"图文知识","关税延期缴纳的办理流程是什么","（一）纳税义务人在货物进出口前向申报地的直属海关或者其授权的隶属海关提出延期缴纳税款的书面申请并随附相关材料,同时还应当提供缴税计划。货物实际进出口时,纳税义务人要求海关先放行货物的,应当向海关提供税款担保。<br>（二）直属海关或者其授权的隶属海关对申请进行审核,并作出是否同意的决定。<br>（三）直属海关或者其授权的隶属海关经审核未批准延期缴纳税款的,应通知纳税义务人,并填发税款缴款书。<br>（四）直属海关或者其授权的隶属海关经审核批准延期缴纳税款的,纳税义务人可按照延长后的期限缴纳税款。"
"图文知识","关税延期缴纳的审查标准是什么","（一）纳税义务人因不可抗力或者在国家税收政策调整的情形下,不能按期缴纳税款；<br>（二）经依法提供税款担保"
"图文知识","关税延期缴纳的通办范围是什么","关区"
"图文知识","关税延期缴纳的办理地点是什么","各直属海关业务现场或拨打12360海关服务热线"
"图文知识","关税延期缴纳的办理时间是什么","各直属海关工作时间"
